,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Crème dessert à la banane et à la poire,0,0,"banane bien mûres,poire,petit suisse,crème double,sucre gélifiant,sucre en poudre,jus de citron,sirop de sucre de canne,liqueur de banane.A préparer environs 3 heure à l'avance.Écraser les bananes...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_creme-dessert-a-la-banane-et-a-la-poire_309594.aspx,bon marché,très facile,40,b,c
Pizza baguette à la crème de Parmesan,0,0,"baguette (si possible petite baguette autrement une demi-baguette traditionnelle),eau,Parmigiano Reggiano,zeste de citron (1 citron),jus de citron,poivre du moulin,Parmigiano...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pizza-baguette-a-la-creme-de-parmesan_528585.aspx,bon marché,facile,0,,
Bûche de Noël à la mousse de fruits,2.8,17,"oeuf,farine,sucre,levure,beurre fondu,fruits,sucre,eau,gélatine,crème fleurette,fruits frais,crème chantilly.Chauffer le four à thermostat 7 (210°C).Habiller une plaque de papier sulfurisé. Mettre...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-mousse-de-fruits_16375.aspx,Coût moyen,facile,2000,d,c
Pintade de Noël aux pruneaux et aux marrons,4,1,"chapon de pintade de 2 bons kilos,échalote,pruneau,marrons,bouillon de volaille.Faire revenir la pintade dans une cocotte en fonte avec un peu d'huile.Jeter la graisse et mettre la cocotte au four à...",150,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pintade-de-noel_222751.aspx,Coût moyen,facile,394,a,d
Mousse au chocolat au lait à la crème dessert,4.2,5,"chocolat au lait,crème dessert,oeuf,sucre cristallisé,beurre.Faire fondre le chocolat avec le beurre.  Ajouter la crème, le sucre et les jaunes d'oeufs.Battre les blancs en neige et les incorporer à...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_mousse-au-chocolat-au-lait-a-la-creme-dessert_44293.aspx,bon marché,très facile,177,e,c
Dessert façon crème brûlée aux litchis,3.3,3,"litchi en boîte,lait concentré (410 g),lait,sucre,fécule (maïzena),oeuf,mandarine (et d'autres fruits frais à votre convenance),sucre roux.Dans une casserole, délayer la fécule dans le jus de...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-facon-creme-brulee-aux-litchis_54554.aspx,bon marché,très facile,117,b,c
Donuts au beurre de cacahuètes SKIPPY®️,0,0,"farine,beurre de cacahuètes SKIPPY®,beurre fondu,levure de boulanger fraîche,oeuf,lait à température ambiante,sucre en poudre,sel,huile à friture,copeaux de chocolat,huile...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=348&page=30,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_donuts-au-beurre-de-cacahuetes-skippy_391574.aspx,bon marché,facile,0,,
Crème dessert d'Halloween (au potimarron et à la cannelle),5,1,"potimarron,sucre,lait,crème liquide,cannelle en poudre,gingembre en poudre,agar-agar,jaune d'oeuf.Faire cuire le potimarron à la vapeur. Réserver.Mélanger le sucre, les épices, l'agar agar, le lait...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_creme-dessert-d-halloween-au-potimarron-et-a-la-cannelle_312472.aspx,bon marché,facile,70,c,b
Restes de chocolats de noël : feuilletés aux poires,0,0,"chocolat (s), pralinés, pyrénéens, assortiment de chocolat noir ou au lait...peu importe mais pas de liqueur ni de fourrage aux fruits,brick,poire moyennes bien mûres,lait concentré non sucré (soit 1/4...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_restes-de-chocolats-de-noel-feuilletes-aux-poires_36843.aspx,bon marché,très facile,79,b,c
Kourambiedes (biscuits grecs de Noël et jour de l'An),4.5,2,"beurre,jaune d'oeuf,farine,sucre,sucre glace,levure chimique,cognac,bicarbonate,amandes émincées et grillées,eau de fleur d'oranger à discrétion.Laisser le beurre ramollir et battre au mixer pendant...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_kourambiedes-biscuits-grecs-de-noel-et-jour-de-l-an_34763.aspx,bon marché,très facile,169,e,d
"Boulettes de mascarpone au chocolat , rhum et noix de coco (dessert...",0,0,"mascarpone (il s'agit d'une crème fraiche très épaisse, ne pas confondre avec le fromage du même nom!),chocolat pâtissier de 200 grammes,chocolat en poudre non sucré,amaretti durs (petits biscuits...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-mascarpone-au-chocolat-rhum-et-noix-de-coco-dessert-d-italie_168535.aspx,bon marché,facile,78,d,c
Curry de poulet Tikka Masala Patak's,3.8,4,"filet de poulet coupés en dés,oignon rouge ou 2 échalotes,tomates cerise coupées en quatre,Sauce Tikka Masala Patak's,huile,jus de citron,sel,coriandre hachée,riz basmati...",0,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_curry-de-poulet-tikka-masala-rapide_391523.aspx,bon marché,facile,0,,
purée de banane et pomme au fromage blanc (petit déj ou dessert).,4.1,7,"banane de taille moyenne bien mûre,pomme assez petite (pink lady par exemple),fromage blanc ou de yaourt (0% si on est au régime).Dans l'assiette écraser la banane à l'aide de la fourchette. Râper...",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_puree-de-banane-et-pomme-au-fromage-blanc-petit-dej-ou-dessert_28729.aspx,bon marché,très facile,346,a,c
Truffes choco-coco (spécial Noël),0,0,"chocolat pâtissier fort en cacao,beurre,crème fraîche épaisse,noix de coco rapée,sucre,jaune d'oeuf.A préparer en avance!!!Casser le chocolat dans un récipient supportant le bain-marie. Ajouter le...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_truffes-choco-coco-special-noel_64933.aspx,Coût moyen,facile,124,d,d
"L' Or dur du Père Noël ( foie gras sur pain d'épice, purée...",4.2,9,"Foie gras,pain d'épices,oignon,datte d’un sachet de dattes sucrées (confites),miel liquide,cognac,beurre,poivre,beurre salé,vinaigre à 8°C.Faites réchauffer vos assiettes (au four thermostat 1)....",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_l-or-dur-du-pere-noel-foie-gras-sur-pain-d-epice-puree-d-oignons-aux-dattes_25855.aspx,assez cher,Niveau moyen,916,d,c
Biscuits de Noël à la canneberge et noix de pécan,4,2,"beurre mou,sucre,lait,extrait de vanille,farine,sel,canneberge séchées,noix de pécan coupées en 4.Préchauffer le four à 190°C (thermostat 6-7).Battre le beurre et le sucre pendant 2 minutesAjouter...",0,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_biscuits-de-noel-a-la-canneberge_222107.aspx,bon marché,facile,60,e,c
Étoiles de pain perdu au Nutella®,0,0,"oeuf,sucre en poudre,beurre,Nutella®,lait,brioche,cannelle,sucre glace.La veille au soir, disposez les tranches de brioches sur une grille et laissez-les sur le plan de...",741,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_etoiles-de-pain-perdu-au-nutella_348725.aspx,bon marché,facile,96,,
Salade d'oranges à l'auvergnate (pour Noël),0,0,"orange non traitées après récolte,vin blanc sec 12° type gewurtzträminer ou sauvignon blanc ou sancerre ou riesling....,moutarde de rhum ambré,sucre vanillé,sucre poudre,cannelle.A PREPARER 4 OU 5...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-d-oranges-a-l-auvergnate-pour-noel_112849.aspx,Coût moyen,facile,44,a,b
Patrick's smile : dessert glacé au massepain et à la nectarine,0,0,"nectarine,massepain,glace vanille,menthe fraîche.Une heure avant : Nettoyez les feuille de menthe et placez-les au surgélateur. Enlevez le noyau de la nectarine et coupez-la en très petits morceaux....",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_patrick-s-smile_171713.aspx,bon marché,très facile,8,a,c
Velouté de Noël et son œuf poché à l'huile de truffe,0,0,"champignon,crème liquide,échalote,cube de bouillon,beurre,sel,poivre,huile de truffe,oeuf.Détailler les champignons et les échalotes.Faire réduire les échalotes et le beurre dans une...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-noel-et-son-oeuf-poche-a-l-huile-de-truffe_383883.aspx,Coût moyen,facile,0,e,d
Cookies de Noël (à l'orange et aux 4 épices),4,1,"chocolat (on peut faire du mélange),oeuf,sel,sucre vanillé,levure chimique,farine,beurre,sucre,orange,quatre-épices.Préparer les pépites de chocolat et zester l'orange puis la presser.Préparer le...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cookies-de-noel-a-l-orange-et-aux-4-epices_230176.aspx,bon marché,facile,130,d,c
Muffins pépites de chocolat noir,4.8,15,"pépites Chocolat NESTLÉ DESSERT noir,farine,beurre,oeuf,sucre,levure.Préchauffez votre four à 200°C (thermostat 6-7)....",26,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=360&page=31,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_muffins-pepites-de-chocolat-noir_372032.aspx,bon marché,très facile,705,,
Berlinerbrot (petits gâteaux de Noël chocolat amandes cannelle),4.8,4,"farine,levure chimique,sucre,oeuf,beurre mou,amandes concassées grossièrement (par exemple des amandes entières burrinées au marteau),cacao,cannelle,piment (pas trop, sinon...),citron...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_berlinerbrot-petits-gateaux-de-noel-chocolat-amandes-cannelle_43210.aspx,bon marché,facile,403,d,c
"Gâteau aux pommes, noisettes et crème dessert au chocolat blanc",5,1,"pomme,crème dessert au chocolat blanc,sucre,farine,huile de tournesol,noisettes en poudre,levure chimique,oeuf.Préchauffez le four à 180°C (thermostat 6).Pelez les pommes et coupez-les en dés.Dans...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-pomme-noisette-chocolat-blanc_330876.aspx,bon marché,facile,150,a,b
Bavaroise à la crème dessert aux deux chocolats et cacao,0,0,"crème dessert au chocolat,crème liquide (bien froide),sucre glace,mascarpone ou crème épaisse,gélatine,lait,cacao,chocolat blanc.Mettre les feuilles de gélatine dans de l'eau froide.Faire bouillir...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bavaroise-chocolat-blanc-cacao_331659.aspx,bon marché,facile,79,c,c
Gâteau de Noël aux fruits secs et fruits confits (confiserie),5,3,"cerise confites ou mangues ou ananas,abricot secs,figue sèches,poire sèches,amandes,noisettes,chocolat noir,raisins secs,farine,oeuf,sucre.Préchauffer le four à 150°C (thermostat 5).Couper tous les...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-noel-aux-fruits-secs-et-fruits-confits-confiserie_53265.aspx,Coût moyen,facile,226,b,c
La tourtière canadienne de Juan Arbelaez,1.8,4,"beurre,farine de blé,sel,bison,porc,pomme de terre,clou de girofle,muscade,sel,poivre.La pâte de la tourtière : Mélanger : Beurre, farine, 4 œufs, sel, eau et faire...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_la-tourtiere-canadienne-de-juan-arbelaez_528208.aspx,bon marché,très facile,0,,
"Dinde de Noël aux truffes, parfumée aux 4 épices",5,1,"dinde,pain,lait,truffe,oeuf,quatre-épices,échalote,beurre,vin blanc,eau,marrons entiers au naturel,poivre,sel.Mettre la mie de pain à tremper dans le lait. Ajouter tout le contenu de la boîte de...",180,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dinde-de-noel-aux-truffes-parfumee-aux-4-epices_22685.aspx,assez cher,Niveau moyen,246,a,d
"Abriburger (dessert rigolo à l'abricot, pêche, chocolat et petits...",5,1,"abricot,chocolat,eau,gâteaux à la cuillère,pêche.Laver les fruits, ouvrir les abricots et enlever les noyaux.Peler la pêche et enlever le noyau.Faire fondre le chocolat avec deux cuillerées à...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_abriburger_326401.aspx,bon marché,facile,57,b,c
"Pains de Noël aux raisins, aux amandes et aux écorces d'agrumes",1,1,"raisin de Corinthe,raisins secs,rhum,écorces d'oranges confites,citron confit,amandes émondées,farine,levure de boulanger,lait,sucre,beurre,sel.A préparer 15 jours avant la dégustation.Faites...",100,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pains-de-noel-aux-raisins-aux-amandes-et-aux-ecorces-d-agrumes_23063.aspx,Coût moyen,Niveau moyen,47,d,c
Le p'tit dessert du dimanche soir (croque monsieur poire chocolat),5,1,"pain de mie,chocolat noir,poire,sucre,beurre.~ Casser le chocolat en morceaux. ~ Peler, épépiner, et couper les     poires en tranches assez fines.~ Saupoudrer de sucre et les poêler 2 à 3 minutes...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_le-p-tit-dessert-du-dimanche-soir-croque-monsieur-poire-chocolat_168018.aspx,bon marché,très facile,242,d,d
Muffins délicieux poires pépites de chocolat,5,3,"farine,sucre,oeuf,chocolat,poire au sirop,compote de pommes non sucrée de préférence,miel,levure,sel.Préchauffer le four à 180°C (thermostat 6). ...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_muffins-delicieux-poires-pepites-de-chocolat_371936.aspx,bon marché,très facile,295,,
"Mousse de mandarines aux épices de Noël, spéculoos et noix aux deux...",0,0,"sucre glace,eau,calvados (pas obligatoire),anis étoilé (1 ou 2),vanille,cannelle ou cannelle en poudre,clou de girofle,baie de genévrier,mélange 4 épices (1/2 cuillère à café),gélatine,oeuf,mandarine...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_mousse-de-mandarines-aux-epices-de-noel-crumble-de-speculoos-ecorces-de-mandarine-confites-et-noix-aux-deux-chocolats_221747.aspx,bon marché,Niveau moyen,146,d,c
gratin de pâtisson et de pomme de terre,4.4,17,"pâtisson moyen,pomme de terre,lait,farine,beurre,poivre,sel,muscade,gruyère râpé.Eplucher le pâtisson et le couper en dés de 3/4 cm environ, éplucher et couper les pommes de terres en rondelles....",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-patisson-et-de-pomme-de-terre_24974.aspx,bon marché,très facile,810,a,a
Gratin de reste de rôti de porc,4.3,6,"macaroni coupés,rôti de porc cuit,emmental,fromage à gratin,béchamel,sel,ail.Cuire les pâtes dans de l'eau bouillante avec le sel, les épices à spaghetti et l'ail. Egoutter et laisser en...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=372&page=32,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-reste-de-roti-de-porc_66206.aspx,bon marché,très facile,2100,c,d
