,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Bûche de Noël à la cannelle et au pain d'épices,0,0,"sucre,muscade rapée,farine,lait,sucre vanillé,oeuf,gingembre en poudre,miel,levure chimique 0,5 sachet ,quatre-épices,cannelle en poudre,graines d'anis vert,sucre,oeuf,crème fleurette,agar-agar,cannelle...",110,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-cannelle-et-au-pain-d-epices_529402.aspx,bon marché,facile,0,d,c
Dessert d'ananas caramélisé et fromage blanc sur lit de biscuit rose,4.6,28,"ananas frais (ou ananas en boîte à défaut),gingembre,cannelle,citron et/ou d'une demie orange,sucre,fromage blanc,petit suisse,sucre,biscuit roses de Reims (boudoirs à défaut),orange.Préparer...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-d-ananas-caramelise-et-fromage-blanc-sur-lit-de-biscuit-rose_66929.aspx,bon marché,facile,7500,b,b
Bûche de noël à la mousse de framboise et de mangue,4.8,12,"framboises surgelées,sucre semoule,gélatine,poudre de noisette,amandes,blanc d'oeuf (soit environ de 4-5 œufs),sucre semoule,framboises,fromage blanc,crème fraîche,oeuf,sucre,gélatine,mangue surgelées...",170,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-mousse-de-framboise-et-de-mangue_313814.aspx,bon marché,Niveau moyen,1300,c,c
Omelette dessert au chocolat,1,1,"oeuf,chocolat pâtissier,sucre,crème,beurre.Faites fondre le chocolat au bain-marie.Battez en omelette 8 oeufs + 4 jaunes et la crème.Incorporez les 4 blancs battus en neige ferme et le sucre.Ajoutez...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_omelette-dessert-au-chocolat_20041.aspx,bon marché,très facile,53,d,c
Cheesecake de Dordogne par Laurent Mariotte,4,1,"chèvre frais (type Petit Billy),chocolat blanc,oeuf,framboises,sucre de canne,jus de citron.Préchauffez le four à 160°C (th.5).Séparez le blanc des jaunes d’oeuf.Dans...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cheesecake-de-dordogne-par-laurent-mariotte_392680.aspx,bon marché,facile,0,,
Dessert à la ricorée,0,0,"petit suisse,sucre ( selon votre goût ),cacao ( selon votre goût ).Dans un saladier, mélanger tous les ingrédients pour obtenir un mélange homogène et lié. Puis, présenter dans des coupoles. On...",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-a-la-ricoree_167190.aspx,bon marché,très facile,39,a,c
Vin chaud sans alcool (spécial marché de Noël !),2.7,3,"raisin rouge,eau,étoile de badiane,clou de girofle,gingembre en poudre pas plus,cannelle en poudre,muscade,citron non traité.Pour cette recette, comptez 12 heures de repos.Mettre tout ensemble dans une...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_vin-chaud-sans-alcool-special-marche-de-noel_165527.aspx,bon marché,très facile,205,b,b
Chocolats de noël pâte à tartiner et noisette,0,0,"chocolat au lait,pâte à tartiner,noisettes en poudre,moules à chocolat ou moule de calendrier de l'Avent.Faire fondre les 250g de chocolat au lait dans un bol au bain-marie. (éviter le micro onde...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_chocolats-de-noel-pate-a-tartiner-noisette_231516.aspx,bon marché,facile,113,e,e
Pompette de Noël ultra simple  (biscuit de Provence ),4.6,17,"sucre roux,huile d'olive,lait,anis vert moulu,levure,farine.Mélanger tous les ingrédients et former une boule.L'aplatir sur une plaque du four et lui donner une forme ovale (comme une fougasse).Faire 3...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pompette-de-noel-ultra-simple-biscuit-de-provence_54592.aspx,bon marché,très facile,1900,d,c
Cookie vegan de Ela Ryth,0,0,"farine,sucre,Planta Fin 100% végétal,lait végétal,levure chimique,pépites de chocolat,banane mûre.Mélanger la farine et la levure.Écraser la banane et y ajouter le...",0,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cookie-vegan-de-ela-ryth_528445.aspx,bon marché,facile,0,,
Bûche de Noël mousse framboise et ganache chocolat,4.8,4,"farine,sucre,oeuf,cacao en poudre,framboises ou autres fruits,gélatine,crème liquide,chocolat,crème entière.Attention : doit reposer une nuit au réfrigérateur (minimum 4 heures).Génoise :...",95,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel_222109.aspx,bon marché,facile,680,d,c
Bûche de noêl à la mûre et à la vanille,5,2,"lait,crème de mûre,jus de citron,crémant de mûres,mûre,jaune d'oeuf,sucre,gélatine,crème fouettée,mûre,sucre,sucre inverti (ou sucre normal),jus de citron,gélatine,lait frais,crème fraîche,vanille...",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-mure-et-a-la-vanille_24198.aspx,assez cher,difficile,360,d,c
"Rochers croquants de noël  (noisette, coco, cannelle)",4.6,7,"blanc d'oeuf,sucre glace,noisettes moulues,noix de coco rapée,cannelle à volonté (au moins 1 cuillère à soupe).Monter les blancs en neige ferme, puis ajouter petit à petit le sucre glace à la...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_rochers-croquants-de-noel-noisette-coco-cannelle_53305.aspx,bon marché,très facile,607,d,c
Gâteau pommes cannelle et ses sablés Village de Noël,5,1,"yaourt nature,sucre en poudre,farine,huile,oeuf,levure chimique,cannelle,pomme,farine,beurre mou,sucre en poudre,poudre d'amandes,oeuf,levure chimique,cannelle,chocolat noir fondu.On commence par le...",95,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-pommes-cannelle-et-ses-sables-village-de-noel_371327.aspx,bon marché,Niveau moyen,11,a,b
Kadaif de langoustines et bisque maison,5,1,"salade frisée,langoustine surgelée entière crue,échalote,citron,kadaif,crème liquide,beurre,concentré de tomates,oignon blanc,cognac,sel,poivre.Retirez les carapaces...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_kadaif-de-langoustines-et-bisque-maison_383432.aspx,assez cher,Niveau moyen,0,,
dessert de pommes au micro-ondes,0,0,"pomme golden,jus de citron,aspartame,crème fraîche allégée ou pas,pépite caramélisée (au rayon des levures, etc...).Peler la pomme, la couper en 4, enlever les pépins puis recouper chaque...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-de-pommes-au-micro-ondes_72149.aspx,bon marché,très facile,113,a,b
Dessert léger au café,1,1,"fromage blanc à 0 %,café de café soluble,eau,édulcorant.Dans un bol, versez le café et l'eau tiède et mélangez bien pour dissoudre tous les grains puis réservez.Dans une jatte, mélangez le...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-leger-au-cafe_345283.aspx,bon marché,très facile,40,a,c
Soupe au chocolat (dessert),4,2,"chocolat,lait,beurre,crème liquide,pain d'épices,orange,sucre.Râper le chocolat avec un économe dans un saladier.Verser la crème liquide et le lait dans une casserole et porter à ébullition. Aux...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_soupe-au-chocolat-dessert_39787.aspx,Coût moyen,facile,121,d,c
Dessert  crème et  chocolat …………de jane,4.3,3,"boudoir,café très fort,grand-marnier (ou de rhum),lait,sucre,farine,oeuf entier + 3 jaunes,vanille,chocolat noir,crème fleurette.Préparer la crème pâtissière : Battre les oeufs avec le sucre...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-creme-et-chocolat-de-jane_34249.aspx,bon marché,facile,180,b,c
Salade de pâtes au Reblochon et au pesto,5,1,"Reblochon de Savoie (l'équivalent d'1/3),pâtes (type fusilli),tomates cerise,basilic,parmesan,pignons de pin,huile d'olive,sel,poivre,Reblochon de Savoie (l'équivalent...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-de-pates-au-reblochon-et-au-pesto_392134.aspx,bon marché,facile,0,,
Dessert rapide façon forêt noire aux framboises,5,1,"crème chantilly,framboises surgelées,chocolat noir,palets bretons.Décongeler les framboises la veille dans une grande assiette sur du papier essuie-tout.A l'aide d'un économe, râper le chocolat noir...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-rapide-facon-foret-noire-aux-framboises_315131.aspx,bon marché,facile,844,c,c
Tarte aux pommes et à la crème dessert au chocolat,0,0,"pâte à tarte sablée,pomme,crème dessert au chocolat,vermicelles au chocolat.Préchauffer le four à 200°C (thermostat 6-7).Disposer la pâte sablée dans 4 petits plats puis napper le fond de vos...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-et-a-la-creme-dessert-au-chocolat_312980.aspx,bon marché,facile,229,a,b
Dinde de Noël façon tajine avec ses potatoes de butternut au four,0,0,"sauté de veau de dinde,châtaigne en conserve,champignon surgelés (cèpes et giroles),figue surgelées,orange,miel,sel,poivre,muscade,courge butternut,huile d'olive,paprika.Mettre un peu d’huile...",150,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dinde-de-noel-facon-tajine-avec-ses-potatoes-de-butternut-au-four_313729.aspx,bon marché,facile,176,a,d
Buche de Noël Praliné-Chocolat de mon Arrière-Grand-Mère,4.7,143,"sucre en poudre,oeuf,farine tamisée,levure,beurre,beurre pour la plaque et le marbre,sucre poudre,noisettes grillées,jaune d'oeuf,farine de maïs,lait,beurre de qualité pour la crème au beurre( type...",250,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-praline-chocolat-de-mon-arriere-grand-mere_51719.aspx,Coût moyen,Niveau moyen,1300,d,c
Risotto à la saucisse de veau,0,0,"Saucisses de veau Tendriade,oignon,ail,tomates pelées (en conserves hors saison),thym,curcuma,gingembre de 2 cm,huile d'olive,sel et poivre.Piquez les saucisses et...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=252&page=22,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_risotto-a-la-saucisse-de-veau_528623.aspx,bon marché,facile,0,,
Fondue vigneronne de Noël,5,1,"vin (Bourgogne, Côtes du Rhône, ou vin bon marché),sel,sel de céleri,sucre,ail,coriandre,clou de girofle,poivre,piment ou un peu de harissa pour ceux qui aiment le piquant,viande de bœuf.Cette...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_fondue-vigneronne-de-noel_65593.aspx,Coût moyen,très facile,184,c,b
Petits gâteaux à la pâte d'amande pour Noël,5,2,"beurre ramolli,sucre glace,pâte d'amande,oeuf,cacao amer,farine,confiture,chocolat.Mélanger le beurre, les oeufs et la pâte d'amandes. Ajouter le sucre quand la pâte est bien lisse. Rajouter la...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-gateaux-a-la-pate-d-amande-pour-noel_65643.aspx,bon marché,facile,356,d,c
buche glacée poire chocolat aux epices de Noel,5,1,"crème fleurette,mascarpone,meringue,sucre glace,poire,poire type conférence ou william,sucre,oeuf,chocolat noir,sucre vanillé,biscuit à la cuillère,épices de noël (ou épices à vin chaud),vin...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-glacee-poire-chocolat-aux-epices-de-noel_334561.aspx,bon marché,facile,85,d,c
Hoggeï  (pain aux fruits des Noëls alsaciens),4.4,26,"farine,beurre ramolli,sucre fin,sel,oeuf,jaune d'oeuf pour dorer,levure de boulanger,fruits secs (abricots, figues, dattes, pruneaux, noix, amandes émincées, raisins secs) et deux verres de schnaps (eau de...",135,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_hoggei-pain-aux-fruits-des-noels-alsaciens_19820.aspx,Coût moyen,facile,2800,c,c
Pancakes & Praliné Noisettes de GoodPlanet,0,0,"noisettes,sucre,huile d'olive,fleur de sel,noisettes décortiquées et mises à tremper la veille,eau,farine,fécule,levure,jus de citron,huile d'olive,sucre.Faire chauffer...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pancakes-praline-noisettes-de-goodplanet_529115.aspx,Coût moyen,facile,0,,
Bûche de Noël pistachée,4.5,22,"oeuf + 2 jaunes,sucre,fécule + 60 g de farine,beurre,sel,oeuf + 2 jaunes,sucre,fécule + 60 g de farine,beurre,sel,sucre,eau,kirsch,sucre,eau,kirsch,lait,vanille,jaune d'oeuf,sucre,maïzena,farine,beurre fin...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-pistachee_19924.aspx,Coût moyen,Niveau moyen,1300,d,b
Baeckeoffe de canard aux épices de Noël et fruits secs,4.9,41,"pomme de terre,épices pour pain d'épices,raisins secs,pistaches,pruneau,abricot secs,carotte,poireau,oignon,ail,cuisse de canard,gros sel,poivre,riesling.Mettre la moitié des pommes de terre dans le...",300,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_baeckeoffe-de-canard-aux-epices-de-noel-et-fruits-secs_53647.aspx,Coût moyen,facile,2000,a,b
"Dinde ""mole poblano"" aux figues de Jacqueline (Noël)",4,1,"bouillon frais ou en tablette,oignon des Cévennes,ail,cacao amer,chocolat noir à 70- 85 %,amandes effilées grillées,sésame grillé,cannelle,coriandre,anis étoilé ou vert,clou de girofle en...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dinde-mole-poblano-aux-figues-de-jacqueline-noel_94326.aspx,assez cher,Niveau moyen,231,c,d
Petits financiers de Noël au chocolat et beurre demi-sel,0,0,"poudre d'amande,farine,sucre glace,cerneau de noix,épices quatre-épices,vanille,orange,blanc d'oeuf,beurre demi-sel fondu,chocolat noir pâtissier.Préchauffez le four à 180°C (thermsotat...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-financiers-de-noel_313630.aspx,bon marché,facile,271,d,d
Poutine aux boulettes de légumes,0,0,"HERTA® LE BON VEGETAL® Boulettes aux Légumes,pomme de terre à frites,échalote,ail,sucre roux,vinaigre balsamique,concentré de tomates,poivre,clou de...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_poutine-aux-boulettes-de-legumes_528864.aspx,bon marché,facile,0,,
Gingerbread Christmas Cookies (biscuits en pain d'épices de Noël),4.4,67,"farine,levure,sel,gingembre en poudre,cannelle en poudre,muscade râpée,clou de girofle moulus,beurre (ou margarine),sucre en poudre,cassonade (sucre roux),mélasse (sirop de maïs) ou miel ou sirop...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=264&page=23,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gingerbread-christmas-cookies-biscuits-en-pain-d-epices-de-noel_65231.aspx,Coût moyen,très facile,6400,d,c
